OrderID,Product,Quantity,Price,Category,Total,CustomerID,Name,City,Discount Price
348,Klavye,3,2229,Aksesuar,6687,C004,Zeynep,Bursa,2006.1000000000001
27,Monitor,2,4941,Elektronik,9882,C005,Ahmet,Antalya,4446.900000000001
266,Kulaklık,3,153,Aksesuar,459,C005,Ahmet,Antalya,137.70000000000002
480,Klavye,3,1667,Aksesuar,5001,C004,Zeynep,Bursa,1500.3
286,Mouse,4,2033,Aksesuar,8132,C004,Zeynep,Bursa,1829.7
226,Telefon,2,4584,Elektronik,9168,C003,Mehmet,İzmir,4125.6
131,Tablet,1,1558,Elektronik,1558,C004,Zeynep,Bursa,1402.2
350,Tablet,2,3429,Elektronik,6858,C004,Zeynep,Bursa,3086.1
495,Monitor,3,1035,Elektronik,3105,C004,Zeynep,Bursa,931.5
128,Tablet,3,1352,Elektronik,4056,C004,Zeynep,Bursa,1216.8
19,Laptop,2,3795,Elektronik,7590,C003,Mehmet,İzmir,3415.5
240,Tablet,4,1063,Elektronik,4252,C003,Mehmet,İzmir,956.7
180,Monitor,2,1566,Elektronik,3132,C003,Mehmet,İzmir,1409.4
67,Laptop,2,4024,Elektronik,8048,C004,Zeynep,Bursa,3621.6
107,Mouse,1,4250,Aksesuar,4250,C002,Ayşe,Ankara,3825.0
419,Laptop,1,3630,Elektronik,3630,C003,Mehmet,İzmir,3267.0
258,Kulaklık,3,4421,Aksesuar,13263,C005,Ahmet,Antalya,3978.9
58,Kulaklık,1,2151,Aksesuar,2151,C002,Ayşe,Ankara,1935.9
315,Mouse,4,1424,Aksesuar,5696,C003,Mehmet,İzmir,1281.6000000000001
412,Mouse,4,2944,Aksesuar,11776,C002,Ayşe,Ankara,2649.6
386,Telefon,2,3291,Elektronik,6582,C005,Ahmet,Antalya,2961.9
53,Kulaklık,3,336,Aksesuar,1008,C003,Mehmet,İzmir,302.40000000000003
254,Kulaklık,1,984,Aksesuar,984,C001,Ali,İstanbul,885.6
114,Kulaklık,3,4020,Aksesuar,12060,C003,Mehmet,İzmir,3618.0
199,Klavye,2,410,Aksesuar,820,C002,Ayşe,Ankara,369.0
427,Laptop,4,4279,Elektronik,17116,C004,Zeynep,Bursa,3851.1
74,Monitor,3,4152,Elektronik,12456,C002,Ayşe,Ankara,3736.8
77,Laptop,3,4926,Elektronik,14778,C001,Ali,İstanbul,4433.400000000001
409,Klavye,3,138,Aksesuar,414,C005,Ahmet,Antalya,124.2
34,Monitor,3,904,Elektronik,2712,C003,Mehmet,İzmir,813.6
3,Laptop,2,3154,Elektronik,6308,C005,Ahmet,Antalya,2838.6
456,Mouse,2,626,Aksesuar,1252,C002,Ayşe,Ankara,563.4
368,Mouse,1,1347,Aksesuar,1347,C005,Ahmet,Antalya,1212.3
48,Mouse,2,3380,Aksesuar,6760,C003,Mehmet,İzmir,3042.0
435,Tablet,3,1955,Elektronik,5865,C001,Ali,İstanbul,1759.5
319,Tablet,1,2845,Elektronik,2845,C005,Ahmet,Antalya,2560.5
23,Kulaklık,1,4277,Aksesuar,4277,C004,Zeynep,Bursa,3849.3
301,Tablet,2,1083,Elektronik,2166,C002,Ayşe,Ankara,974.7
460,Laptop,2,4065,Elektronik,8130,C002,Ayşe,Ankara,3658.5
442,Mouse,1,1707,Aksesuar,1707,C002,Ayşe,Ankara,1536.3
87,Mouse,4,2781,Aksesuar,11124,C003,Mehmet,İzmir,2502.9
228,Laptop,4,3860,Elektronik,15440,C002,Ayşe,Ankara,3474.0
499,Kulaklık,1,4144,Aksesuar,4144,C004,Zeynep,Bursa,3729.6
339,Laptop,1,656,Elektronik,656,C002,Ayşe,Ankara,590.4
361,Laptop,2,4895,Elektronik,9790,C004,Zeynep,Bursa,4405.5
354,Laptop,2,394,Elektronik,788,C005,Ahmet,Antalya,354.6
316,Monitor,2,417,Elektronik,834,C001,Ali,İstanbul,375.3
176,Tablet,3,2519,Elektronik,7557,C001,Ali,İstanbul,2267.1
133,Telefon,3,4297,Elektronik,12891,C004,Zeynep,Bursa,3867.3
322,Mouse,4,4030,Aksesuar,16120,C002,Ayşe,Ankara,3627.0
164,Laptop,2,4445,Elektronik,8890,C002,Ayşe,Ankara,4000.5
158,Laptop,3,3459,Elektronik,10377,C002,Ayşe,Ankara,3113.1
468,Mouse,1,494,Aksesuar,494,C005,Ahmet,Antalya,444.6
169,Kulaklık,1,4332,Aksesuar,4332,C004,Zeynep,Bursa,3898.8
320,Mouse,3,1691,Aksesuar,5073,C002,Ayşe,Ankara,1521.9
392,Kulaklık,3,3847,Aksesuar,11541,C005,Ahmet,Antalya,3462.3
363,Monitor,3,4870,Elektronik,14610,C003,Mehmet,İzmir,4383.0
300,Tablet,3,1054,Elektronik,3162,C001,Ali,İstanbul,948.6
106,Mouse,3,4293,Aksesuar,12879,C001,Ali,İstanbul,3863.7000000000003
479,Monitor,1,265,Elektronik,265,C004,Zeynep,Bursa,238.5
449,Kulaklık,3,3733,Aksesuar,11199,C003,Mehmet,İzmir,3359.7000000000003
489,Klavye,1,2548,Aksesuar,2548,C001,Ali,İstanbul,2293.2000000000003
119,Mouse,4,2220,Aksesuar,8880,C003,Mehmet,İzmir,1998.0
21,Telefon,1,1014,Elektronik,1014,C003,Mehmet,İzmir,912.6
227,Monitor,1,2724,Elektronik,2724,C003,Mehmet,İzmir,2451.6
200,Laptop,4,838,Elektronik,3352,C003,Mehmet,İzmir,754.2
81,Laptop,1,3053,Elektronik,3053,C002,Ayşe,Ankara,2747.7000000000003
256,Mouse,1,1489,Aksesuar,1489,C004,Zeynep,Bursa,1340.1000000000001
370,Telefon,1,1535,Elektronik,1535,C003,Mehmet,İzmir,1381.5
94,Laptop,1,4888,Elektronik,4888,C004,Zeynep,Bursa,4399.2
341,Telefon,3,2908,Elektronik,8724,C003,Mehmet,İzmir,2617.2000000000003
274,Klavye,4,2837,Aksesuar,11348,C004,Zeynep,Bursa,2553.3
265,Mouse,1,1896,Aksesuar,1896,C004,Zeynep,Bursa,1706.4
76,Monitor,3,745,Elektronik,2235,C001,Ali,İstanbul,670.5
302,Laptop,2,1074,Elektronik,2148,C005,Ahmet,Antalya,966.6
324,Mouse,4,1412,Aksesuar,5648,C005,Ahmet,Antalya,1270.8
405,Kulaklık,1,1553,Aksesuar,1553,C003,Mehmet,İzmir,1397.7
378,Telefon,3,1365,Elektronik,4095,C003,Mehmet,İzmir,1228.5
43,Tablet,2,4323,Elektronik,8646,C001,Ali,İstanbul,3890.7000000000003
187,Klavye,1,3083,Aksesuar,3083,C002,Ayşe,Ankara,2774.7000000000003
248,Kulaklık,3,906,Aksesuar,2718,C002,Ayşe,Ankara,815.4
425,Kulaklık,3,4216,Aksesuar,12648,C005,Ahmet,Antalya,3794.4
18,Tablet,2,4342,Elektronik,8684,C004,Zeynep,Bursa,3907.8
68,Monitor,3,2189,Elektronik,6567,C002,Ayşe,Ankara,1970.1000000000001
294,Tablet,4,1455,Elektronik,5820,C001,Ali,İstanbul,1309.5
424,Klavye,4,1088,Aksesuar,4352,C001,Ali,İstanbul,979.2
381,Klavye,2,1017,Aksesuar,2034,C005,Ahmet,Antalya,915.3000000000001
25,Mouse,1,2020,Aksesuar,2020,C002,Ayşe,Ankara,1818.0
402,Laptop,2,4765,Elektronik,9530,C004,Zeynep,Bursa,4288.5
191,Mouse,3,4059,Aksesuar,12177,C005,Ahmet,Antalya,3653.1
380,Telefon,1,1140,Elektronik,1140,C003,Mehmet,İzmir,1026.0
50,Mouse,2,4716,Aksesuar,9432,C005,Ahmet,Antalya,4244.400000000001
323,Mouse,3,2096,Aksesuar,6288,C002,Ayşe,Ankara,1886.4
184,Mouse,4,3323,Aksesuar,13292,C005,Ahmet,Antalya,2990.7000000000003
197,Mouse,2,1231,Aksesuar,2462,C005,Ahmet,Antalya,1107.9
441,Telefon,2,3710,Elektronik,7420,C005,Ahmet,Antalya,3339.0
434,Telefon,3,2080,Elektronik,6240,C005,Ahmet,Antalya,1872.0
41,Klavye,4,2779,Aksesuar,11116,C004,Zeynep,Bursa,2501.1
385,Monitor,3,4669,Elektronik,14007,C003,Mehmet,İzmir,4202.1
391,Monitor,4,4911,Elektronik,19644,C003,Mehmet,İzmir,4419.900000000001
351,Tablet,1,688,Elektronik,688,C003,Mehmet,İzmir,619.2
358,Klavye,1,1236,Aksesuar,1236,C004,Zeynep,Bursa,1112.4
222,Tablet,1,4461,Elektronik,4461,C004,Zeynep,Bursa,4014.9
229,Laptop,4,2150,Elektronik,8600,C002,Ayşe,Ankara,1935.0
496,Klavye,1,4437,Aksesuar,4437,C004,Zeynep,Bursa,3993.3
487,Mouse,4,3862,Aksesuar,15448,C003,Mehmet,İzmir,3475.8
238,Monitor,4,2732,Elektronik,10928,C002,Ayşe,Ankara,2458.8
408,Telefon,3,615,Elektronik,1845,C003,Mehmet,İzmir,553.5
97,Laptop,2,4224,Elektronik,8448,C004,Zeynep,Bursa,3801.6
154,Mouse,3,3742,Aksesuar,11226,C005,Ahmet,Antalya,3367.8
113,Mouse,4,1862,Aksesuar,7448,C002,Ayşe,Ankara,1675.8
46,Kulaklık,2,4053,Aksesuar,8106,C002,Ayşe,Ankara,3647.7000000000003
11,Laptop,4,4377,Elektronik,17508,C003,Mehmet,İzmir,3939.3
170,Monitor,4,3030,Elektronik,12120,C004,Zeynep,Bursa,2727.0
500,Mouse,3,2049,Aksesuar,6147,C005,Ahmet,Antalya,1844.1000000000001
85,Laptop,2,3128,Elektronik,6256,C003,Mehmet,İzmir,2815.2000000000003
292,Monitor,3,1087,Elektronik,3261,C001,Ali,İstanbul,978.3000000000001
251,Telefon,1,110,Elektronik,110,C005,Ahmet,Antalya,99.0
168,Klavye,2,728,Aksesuar,1456,C005,Ahmet,Antalya,655.2
56,Mouse,1,1401,Aksesuar,1401,C005,Ahmet,Antalya,1260.9
285,Mouse,4,4775,Aksesuar,19100,C003,Mehmet,İzmir,4297.5
476,Kulaklık,2,1489,Aksesuar,2978,C005,Ahmet,Antalya,1340.1000000000001
404,Laptop,4,3653,Elektronik,14612,C004,Zeynep,Bursa,3287.7000000000003
394,Monitor,4,2528,Elektronik,10112,C005,Ahmet,Antalya,2275.2000000000003
364,Monitor,4,1107,Elektronik,4428,C001,Ali,İstanbul,996.3000000000001
211,Mouse,4,2132,Aksesuar,8528,C003,Mehmet,İzmir,1918.8
20,Laptop,4,3552,Elektronik,14208,C005,Ahmet,Antalya,3196.8
99,Kulaklık,2,3950,Aksesuar,7900,C005,Ahmet,Antalya,3555.0
96,Kulaklık,4,4989,Aksesuar,19956,C005,Ahmet,Antalya,4490.1
29,Telefon,1,4902,Elektronik,4902,C003,Mehmet,İzmir,4411.8
261,Monitor,4,1036,Elektronik,4144,C001,Ali,İstanbul,932.4
136,Laptop,2,3215,Elektronik,6430,C002,Ayşe,Ankara,2893.5
54,Laptop,1,1404,Elektronik,1404,C004,Zeynep,Bursa,1263.6000000000001
243,Klavye,3,1928,Aksesuar,5784,C001,Ali,İstanbul,1735.2
438,Mouse,3,891,Aksesuar,2673,C001,Ali,İstanbul,801.9
172,Mouse,1,926,Aksesuar,926,C003,Mehmet,İzmir,833.4
340,Laptop,2,925,Elektronik,1850,C004,Zeynep,Bursa,832.5
2,Telefon,2,3775,Elektronik,7550,C005,Ahmet,Antalya,3397.5
239,Laptop,2,4594,Elektronik,9188,C005,Ahmet,Antalya,4134.6
291,Telefon,3,2782,Elektronik,8346,C001,Ali,İstanbul,2503.8
461,Monitor,2,1975,Elektronik,3950,C005,Ahmet,Antalya,1777.5
421,Monitor,4,2996,Elektronik,11984,C001,Ali,İstanbul,2696.4
75,Mouse,1,2174,Aksesuar,2174,C005,Ahmet,Antalya,1956.6000000000001
246,Mouse,4,1038,Aksesuar,4152,C004,Zeynep,Bursa,934.2
140,Laptop,3,3740,Elektronik,11220,C005,Ahmet,Antalya,3366.0
390,Laptop,1,384,Elektronik,384,C005,Ahmet,Antalya,345.6
377,Klavye,3,4679,Aksesuar,14037,C005,Ahmet,Antalya,4211.1
423,Tablet,2,3611,Elektronik,7222,C002,Ayşe,Ankara,3249.9
482,Telefon,4,2143,Elektronik,8572,C005,Ahmet,Antalya,1928.7
181,Klavye,4,3661,Aksesuar,14644,C005,Ahmet,Antalya,3294.9
132,Tablet,3,3649,Elektronik,10947,C005,Ahmet,Antalya,3284.1
359,Klavye,1,2164,Aksesuar,2164,C004,Zeynep,Bursa,1947.6000000000001
122,Telefon,2,160,Elektronik,320,C004,Zeynep,Bursa,144.0
14,Tablet,1,4525,Elektronik,4525,C001,Ali,İstanbul,4072.5
63,Laptop,2,3898,Elektronik,7796,C002,Ayşe,Ankara,3508.2000000000003
252,Kulaklık,2,1968,Aksesuar,3936,C002,Ayşe,Ankara,1771.2
38,Telefon,4,1487,Elektronik,5948,C005,Ahmet,Antalya,1338.3
313,Kulaklık,2,4788,Aksesuar,9576,C004,Zeynep,Bursa,4309.2
420,Monitor,1,3878,Elektronik,3878,C002,Ayşe,Ankara,3490.2000000000003
